hotel,fue_cancelada,tiempo_anticipacion_reserva_dias,anio_llegada,mes_llegada,semana_llegada,dia_llegada,noches_fin_semana,noches_semana,adultos,ninos,bebes,regimen_alimenticio,pais_origen_cliente,segmento_mercado,canal_reserva,es_huesped_recurrente_historico,total_cancelaciones_previas_cliente,total_reservas_previas_no_canceladas_cliente,tipo_habitacion_reservada,tipo_habitacion_asignada,cambios_en_reserva,agente,compania,dias_en_lista_espera,tipo_cliente_en_reserva,adr,espacios_estacionamiento_requeridos,total_solicitudes_especiales,estado_reserva,fecha_estado_reserva,nombre_completo,email,telefono,tipo_documento_identidad,numero_documento_identidad,fecha_nacimiento
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,Jordana Malena Llano Dalmau,,+34872338613,DNI,34861168,1945-09-14
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,Rocío Roman Colom,planasbaudelio@example.org,+34 845 62 22 68,Pasaporte,P5056793,1953-08-24
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,Zaira Trillo Barriga,falconjose-miguel@example.org,+34849011488,CE,958767489,2005-09-18
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,1,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,Victor Quirós-Perez,marmengol@example.com,+34 942355911,DNI,23782227,1990-09-04
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,Ascensión Tomas Contreras,,+34806 03 00 35,Pasaporte,P9549010,1994-04-19
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,2,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,Manola Juan Mata,angelabernad@example.com,+34 927 140 905,DNI,67531860,1967-01-06
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,José María Roca Bermudez,boliveras@example.org,+34885 05 49 42,CE,117829743,1976-08-25
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,Josefina Abril Sáez,bpalmer@example.org,+34821 39 59 87,Pasaporte,P5298803,1989-04-18
Resort Hotel,1,22,2016,Diciembre,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,38.0,,0,Transient-Party,80.0,0,0,Cancelada,3/12/16,Marianela Riba Clemente,tdieguez@example.net,+34874 163 620,Pasaporte,P6745078,1948-08-07
Resort Hotel,1,99,2016,Diciembre,50,8,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,54.0,0,1,Cancelada,2/09/16,Godofredo Esteve-Tormo,,+34979 40 92 65,Pasaporte,P5502473,1991-07-22
Resort Hotel,1,92,2016,Diciembre,50,8,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,42.0,0,0,Cancelada,8/09/16,Pascual Hector Hierro Toledo,flamas@example.com,+34 902696356,DNI,10398025,1990-11-17
Resort Hotel,1,105,2016,Diciembre,50,8,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,1,240.0,,0,Transient,37.8,0,3,Cancelada,24/11/16,Nélida Bastida Rius,ivan25@example.org,+34800855899,Pasaporte,P9609009,1969-09-14
Resort Hotel,1,149,2016,Diciembre,50,8,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,37.8,0,2,Cancelada,4/08/16,Azahara Huerta Larrea,kchico@example.net,+34 880747286,DNI,22509377,1952-02-04
Resort Hotel,1,200,2016,Diciembre,50,8,2,8,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,240.0,,0,Transient,46.8,0,3,Cancelada,3/11/16,María Lastra Armas,edmundo90@example.org,+34641203876,DNI,93904822,1951-12-06
Resort Hotel,1,86,2016,Diciembre,50,8,4,10,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,,,0,Transient,50.2,0,0,Cancelada,17/10/16,Custodia Tejedor Barros,franciscomaribel@example.org,+34 977327900,CE,406199638,1976-05-24
Resort Hotel,1,63,2016,Diciembre,50,9,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,339.0,,0,Transient,26.64,0,0,Cancelada,5/12/16,Angelita Montserrat Aguirre,ignaciapalacio@example.org,+34872 360 564,DNI,12951979,1951-03-07
Resort Hotel,1,92,2016,Diciembre,50,9,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,42.0,0,2,Cancelada,13/09/16,Teodoro Espejo Velasco,escrivamatias@example.org,+34882624307,Pasaporte,P5294047,1965-11-01
Resort Hotel,1,26,2016,Diciembre,50,9,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,241.0,,0,Transient,70.07,0,1,Cancelada,16/11/16,Mirta Mendez Mora,ainoa93@example.org,+34980 346 717,CE,653641465,2005-10-07
Resort Hotel,1,4,2016,Diciembre,50,10,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,240.0,,0,Transient,65.0,0,1,Cancelada,10/12/16,Ismael Zapata-Fabra,hhuertas@example.org,+34988938150,DNI,10528839,2000-08-30
Resort Hotel,1,12,2016,Diciembre,50,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,73.0,0,0,Cancelada,28/11/16,Ángela Jessica Herrera Garcés,,+34911 83 58 60,Pasaporte,P4763371,1989-09-14
Resort Hotel,1,71,2016,Diciembre,50,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,37.8,0,1,Cancelada,4/11/16,Pastora de Portero,mireiamarin@example.net,+34971 382 981,CE,776031613,1961-04-20
Resort Hotel,1,23,2016,Diciembre,50,10,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,72.0,0,1,Cancelada,27/11/16,Anselma Jimena García Paniagua,eloycorominas@example.org,+34 974314203,CE,951675722,1994-06-14
Resort Hotel,1,23,2016,Diciembre,50,10,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,72.0,0,0,Cancelada,27/11/16,Pepe Cortina Carrillo,asuncionmateu@example.com,+34 848096576,CE,244581239,2003-03-18
Resort Hotel,1,51,2016,Diciembre,50,10,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,78.0,0,0,Cancelada,20/10/16,Cándido Vito Barberá Garay,albertdominguez@example.org,+34 972 899 729,Pasaporte,P7560160,1948-10-01
Resort Hotel,1,25,2016,Diciembre,50,10,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,52.0,0,1,Cancelada,18/11/16,Martina Alegria Lago,agarzon@example.com,+34 933 647 240,Pasaporte,P6973430,1949-01-20
Resort Hotel,1,58,2016,Diciembre,50,10,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,240.0,,0,Transient,68.0,0,1,Cancelada,15/10/16,Paulino Mancebo,clemente81@example.net,+34861 19 06 78,DNI,33152513,1951-08-31
Resort Hotel,1,20,2016,Diciembre,51,11,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,63.0,0,3,Cancelada,30/11/16,Natanael de Montesinos,mazaeligia@example.com,+34821821814,Pasaporte,P6167258,1953-04-03
Resort Hotel,1,81,2016,Diciembre,51,11,2,0,3,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,Transient,87.0,0,0,Cancelada,22/09/16,Coral Salas Alcalá,zfortuny@example.net,+34 926 004 783,Pasaporte,P8545299,1967-09-23
Resort Hotel,1,152,2016,Diciembre,51,11,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,55.8,0,0,Cancelada,22/08/16,Flavio Gracia Saez,,+34 978 52 30 62,DNI,57971343,1989-08-30
Resort Hotel,1,5,2016,Diciembre,51,12,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,250.0,,0,Transient,39.0,0,0,Cancelada,8/12/16,Primitiva Sancho-Guijarro,paulinomayo@example.org,+34879 36 14 09,Pasaporte,P2556795,1993-01-10
Resort Hotel,1,5,2016,Diciembre,51,12,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,250.0,,0,Transient,39.0,0,0,Cancelada,8/12/16,Rufina Pujadas Luque,xcatalan@example.net,+34 981 56 43 48,DNI,28801018,1973-07-12
Resort Hotel,1,48,2016,Diciembre,51,12,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,78.0,0,2,Cancelada,1/11/16,Fausto Prieto-Arroyo,xizaguirre@example.net,+34716 693 327,Pasaporte,P6844428,1976-07-23
Resort Hotel,1,5,2016,Diciembre,51,12,5,13,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,10.0,,0,Transient,41.4,0,0,Cancelada,7/12/16,César Coronado Marin,,+34824 644 530,DNI,86149723,2007-04-01
Resort Hotel,1,1,2016,Diciembre,51,13,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,,178.0,0,Transient,4.0,0,0,Cancelada,13/12/16,Ángeles Garrido Vilalta,antonfilomena@example.com,+34 941 76 23 75,DNI,70417980,1951-04-05
Resort Hotel,1,210,2016,Diciembre,51,13,8,20,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,314.0,,0,Transient,47.57,0,0,Cancelada,19/07/16,Amaya Piquer Fabregat,dulcealsina@example.org,+34 842644249,Pasaporte,P8250605,1981-06-23
Resort Hotel,1,0,2016,Diciembre,51,14,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,250.0,,0,Transient,44.0,0,0,Cancelada,14/12/16,Geraldo Molins Cabrera,leocadia66@example.net,+34 846 01 21 96,Pasaporte,P8608891,1957-12-18
Resort Hotel,1,245,2016,Diciembre,51,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,37.8,0,0,Cancelada,25/04/16,Guiomar Lasa Ojeda,valentinacasanovas@example.org,+34879142474,CE,569836981,1999-08-04
Resort Hotel,1,245,2016,Diciembre,51,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,37.8,0,0,Cancelada,25/04/16,Víctor Solana-Vicente,garciaruben@example.net,+34 948 606 176,CE,693627624,1956-10-06
Resort Hotel,1,50,2016,Diciembre,51,15,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,43.0,0,0,Cancelada,3/11/16,Juan Milla,vguillen@example.net,+34928 221 788,CE,564441564,1983-09-13
Resort Hotel,1,50,2016,Diciembre,51,15,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,1,Cancelada,3/11/16,Rafa Roselló,climacopons@example.org,+34925 46 42 45,CE,696752892,1976-01-27
Resort Hotel,1,125,2016,Diciembre,51,15,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,82.8,0,1,Cancelada,2/09/16,Visitación Lorenza Murillo Vilar,cristianrueda@example.net,+34986046352,Pasaporte,P4070577,1995-06-17
Resort Hotel,1,45,2016,Diciembre,51,16,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,43.0,0,0,Cancelada,1/11/16,Eulalia Estevez Muro,martinluisina@example.org,+34923582703,Pasaporte,P9300972,1980-03-25
Resort Hotel,1,23,2016,Diciembre,51,16,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,240.0,,0,Transient,43.0,0,0,Cancelada,16/12/16,Odalis Cervantes Viñas,,+34 912 31 20 74,DNI,89966903,2002-06-13
Resort Hotel,1,15,2016,Diciembre,51,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,241.0,,0,Transient,35.12,0,0,Cancelada,3/12/16,Claudia Camps,lidia32@example.org,+34974 34 70 88,CE,968620637,1961-11-05
Resort Hotel,1,121,2016,Diciembre,51,16,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,73.8,0,2,Cancelada,24/10/16,Narcisa Dionisia Mayoral Piñol,,+34920 81 27 12,Pasaporte,P4342727,1992-10-23
Resort Hotel,1,38,2016,Diciembre,51,16,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,4,240.0,,0,Transient,66.0,0,1,Cancelada,14/11/16,Martirio Quintanilla Rocamora,benigno60@example.com,+34925 380 922,CE,286589151,1985-12-15
Resort Hotel,1,17,2016,Diciembre,51,16,1,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,250.0,,0,Transient,64.0,0,0,Cancelada,8/12/16,Severiano Viana Feliu,cuervosabina@example.com,+34 807 36 68 33,CE,946847789,1947-09-13
Resort Hotel,1,19,2016,Diciembre,51,17,0,1,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,1,250.0,,0,Transient-Party,95.0,0,0,Cancelada,5/12/16,Eugenio del Morales,mariobarreda@example.com,+34902 80 11 30,CE,688457320,1958-09-09
Resort Hotel,1,4,2016,Diciembre,51,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,63.0,0,2,Cancelada,15/12/16,Ambrosio Fajardo-Francisco,paniaguaplinio@example.net,+34879 67 86 87,DNI,46873101,1951-05-13
Resort Hotel,1,86,2016,Diciembre,51,17,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,64.8,0,2,Cancelada,21/11/16,Modesta Rocamora Fabregat,,+34825 002 023,Pasaporte,P3950093,1990-01-20
Resort Hotel,1,52,2016,Diciembre,51,17,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,436.0,,0,Transient-Party,27.0,0,1,No-Show,17/12/16,Gaspar de Anaya,baquerodimas@example.net,+34984 507 252,Pasaporte,P5300096,2004-03-30
Resort Hotel,1,53,2016,Diciembre,51,17,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,43.0,0,2,Cancelada,26/10/16,Nereida Oriana Benavente Tapia,anastasia53@example.org,+34950 336 048,Pasaporte,P5049354,1949-08-20
Resort Hotel,1,52,2016,Diciembre,51,17,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,436.0,,0,Transient-Party,27.0,0,1,No-Show,17/12/16,Rebeca Sáenz-Fiol,,+34 980001893,DNI,64599352,1995-08-02
Resort Hotel,1,53,2016,Diciembre,51,17,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,43.0,0,2,Cancelada,26/10/16,Jonatan Mendez Bravo,donosojose@example.org,+34 988 66 27 06,CE,652619778,1989-03-29
Resort Hotel,1,79,2016,Diciembre,51,17,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,240.0,,0,Transient,37.8,0,1,Cancelada,4/12/16,Iker de Santana,ttena@example.net,+34 947 191 849,Pasaporte,P6378942,1986-09-25
Resort Hotel,1,11,2016,Diciembre,51,17,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,43.0,0,1,No-Show,17/12/16,Eliana Ibáñez Carrasco,jroman@example.net,+34988 474 321,Pasaporte,P1088138,1975-03-13
Resort Hotel,1,49,2016,Diciembre,51,17,2,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,93.0,0,0,Cancelada,29/10/16,Eloy Madrigal Rios,bsantamaria@example.org,+34932633072,DNI,94920730,2002-04-26
Resort Hotel,1,60,2016,Diciembre,51,17,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,2,Cancelada,1/11/16,Valentina Irma Yáñez Ledesma,vaqueromoreno@example.net,+34 807 35 92 22,DNI,25704619,1945-09-25
Resort Hotel,1,105,2016,Diciembre,51,17,2,6,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,240.0,,0,Transient,37.8,0,1,Cancelada,4/10/16,Telmo Bolaños Pinedo,tporta@example.com,+34953 75 25 14,Pasaporte,P4350767,2005-06-17
Resort Hotel,1,14,2016,Diciembre,51,17,3,6,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,86.22,0,1,Cancelada,6/12/16,Yéssica Landa,pili40@example.com,+34 871240952,Pasaporte,P9264069,1945-08-07
Resort Hotel,1,200,2016,Diciembre,51,17,6,12,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,314.0,,0,Transient,38.67,0,0,Cancelada,3/06/16,Bárbara Irene Jaén Soto,jenaro83@example.com,+34975 622 548,CE,649887187,1969-08-29
Resort Hotel,1,206,2016,Diciembre,51,17,6,12,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,314.0,,0,Transient,34.8,0,0,Cancelada,31/05/16,Isidoro del Francisco,,+34971 43 60 48,Pasaporte,P8749063,2000-06-05
Resort Hotel,1,52,2016,Diciembre,52,18,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,56.0,0,0,Cancelada,5/11/16,Anunciación Almazán Blanes,julianaroca@example.com,+34848571011,Pasaporte,P5184091,1981-03-24
Resort Hotel,1,52,2016,Diciembre,52,18,2,2,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,43.0,0,0,Cancelada,3/11/16,Felicia Antón León,reigmaximiano@example.com,+34973600224,Pasaporte,P1451832,1957-10-27
Resort Hotel,1,92,2016,Diciembre,52,18,2,5,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,83.06,0,0,Cancelada,7/10/16,Reyes Azorin Riera,gabinovalles@example.org,+34924 53 61 19,DNI,37418169,1976-01-15
Resort Hotel,1,95,2016,Diciembre,52,18,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,42.0,0,0,Cancelada,14/09/16,Hipólito Rivas Segarra,,+34 921 404 285,Pasaporte,P8810140,1991-11-20
Resort Hotel,1,21,2016,Diciembre,52,19,1,0,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,1,Cancelada,6/12/16,Yéssica Barberá Martorell,,+34 976 18 69 47,Pasaporte,P3798740,2004-06-24
Resort Hotel,1,0,2016,Diciembre,52,19,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,184.0,,0,Transient,43.0,0,0,Cancelada,19/12/16,Juan Francisco Castejón Amores,eblazquez@example.com,+34 872 425 971,DNI,21615754,2000-01-04
Resort Hotel,1,244,2016,Diciembre,52,19,1,2,3,2.0,0,HB,PRT,Direct,Direct,0,0,0,H,H,1,250.0,,0,Transient,144.57,0,0,Cancelada,11/07/16,María Teresa de Asensio,aestevez@example.org,+34 979 634 158,DNI,35753120,1957-08-16
Resort Hotel,1,30,2016,Diciembre,52,19,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,314.0,,0,Transient,64.4,0,0,Cancelada,19/12/16,Irma Llopis,,+34857 420 358,DNI,59242761,1970-04-24
Resort Hotel,1,85,2016,Diciembre,52,19,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,64.8,0,0,Cancelada,25/09/16,Lola Bartolomé Girona,mvaquero@example.net,+34 800 49 69 50,Pasaporte,P7457433,1966-01-08
Resort Hotel,1,350,2016,Diciembre,52,19,3,8,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,39.0,0,1,Cancelada,24/10/16,Amílcar Porras,guiomarescriva@example.com,+34842 00 29 09,DNI,49216173,1995-02-02
Resort Hotel,1,308,2016,Diciembre,52,19,5,14,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,116.53,0,1,Cancelada,22/02/16,Pepe Piñeiro,maristela36@example.org,+34845605970,Pasaporte,P1398130,1989-10-24
Resort Hotel,1,4,2016,Diciembre,52,20,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,,204.0,0,Transient,30.0,0,2,Cancelada,19/12/16,Angelino Mayo Martin,arribasporfirio@example.com,+34 945 52 08 89,Pasaporte,P4056337,1998-12-07
Resort Hotel,1,19,2016,Diciembre,52,20,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,48.0,0,0,Cancelada,4/12/16,Reynaldo de Estevez,albaanna@example.net,+34 828 215 083,CE,727541947,2000-11-20
Resort Hotel,1,4,2016,Diciembre,52,20,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,,204.0,0,Transient,30.0,0,2,Cancelada,19/12/16,Faustino Parejo,espiridiongimenez@example.net,+34878472518,CE,860347395,1991-12-02
Resort Hotel,1,102,2016,Diciembre,52,20,0,1,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,Transient,82.0,0,0,Cancelada,12/09/16,Olivia Raya,zhuguet@example.org,+34 975 774 628,DNI,76907402,1994-03-29
Resort Hotel,1,188,2016,Diciembre,52,20,0,4,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,Transient,97.0,0,0,Cancelada,16/08/16,Carlota Alarcón Martinez,pozaoriana@example.net,+34679 15 33 18,Pasaporte,P3967359,1946-11-07
Resort Hotel,1,194,2016,Diciembre,52,20,0,4,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,Transient,87.0,0,0,Cancelada,6/10/16,Prudencia Ferreras-Isern,maximacozar@example.com,+34 848 47 68 85,CE,405547227,2002-05-08
Resort Hotel,1,172,2016,Diciembre,52,20,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,55.8,0,1,Cancelada,10/09/16,Mamen Toledo Menéndez,canellascalixto@example.net,+34 877 63 25 07,Pasaporte,P8886114,1980-11-18
Resort Hotel,1,208,2016,Diciembre,52,20,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,37.8,0,0,Cancelada,7/06/16,Manola Cardona Sanz,ledesmajuliana@example.org,+34 742 363 861,CE,391734630,1982-07-16
Resort Hotel,1,250,2016,Diciembre,52,20,2,7,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,88.4,0,0,Cancelada,18/04/16,Edelmira Chita Alfaro Escalona,rosalia84@example.org,+34945 03 48 17,Pasaporte,P8139394,1945-09-24
Resort Hotel,1,250,2016,Diciembre,52,20,2,7,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,88.4,0,0,Cancelada,18/04/16,Román Aguilar Prats,griseldabelmonte@example.com,+34 844379755,DNI,72392508,2006-05-14
Resort Hotel,1,250,2016,Diciembre,52,20,2,7,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,88.4,0,0,Cancelada,18/04/16,Alondra Mur-Jáuregui,ypi@example.com,+34984553443,CE,603722886,2005-03-28
Resort Hotel,1,250,2016,Diciembre,52,20,2,7,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,88.4,0,0,Cancelada,18/04/16,Aurora Calista Iborra Ramis,basilio02@example.com,+34 723 414 951,DNI,65637694,1974-06-21
Resort Hotel,1,250,2016,Diciembre,52,20,2,7,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,88.4,0,0,Cancelada,18/04/16,Adelaida Alondra Crespo Nieto,narvaezcamila@example.com,+34980 67 55 73,DNI,42074913,2007-06-19
Resort Hotel,1,0,2016,Diciembre,52,21,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,43.0,0,0,Cancelada,21/12/16,Lucio Bernal Santana,calixto42@example.net,+34 711194332,Pasaporte,P9567589,1987-05-04
Resort Hotel,1,226,2016,Diciembre,52,21,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,55.8,0,1,Cancelada,10/05/16,Eli Elías Tena,carbonellreyna@example.com,+34 949388291,Pasaporte,P2869786,1992-07-29
Resort Hotel,1,2,2016,Diciembre,52,21,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,146.0,,0,Transient,43.0,0,0,Cancelada,20/12/16,Irene Barberá Ariño,pascualboada@example.net,+34 803723383,DNI,59499654,2005-03-20
Resort Hotel,1,247,2016,Diciembre,52,21,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,55.8,0,0,Cancelada,19/07/16,Martirio Sarabia Guardia,victorleal@example.com,+34977584405,CE,906528334,2007-02-05
Resort Hotel,1,84,2016,Diciembre,52,21,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,37.8,0,2,Cancelada,7/10/16,Eva Carina Muro Gimenez,edurico@example.net,+34 945478194,DNI,15321015,1998-03-18
Resort Hotel,1,75,2016,Diciembre,52,21,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,37.8,0,1,Cancelada,7/10/16,Alba Rosado Mosquera,tomemarino@example.net,+34949843844,DNI,31366535,1979-10-28
Resort Hotel,1,251,2016,Diciembre,52,21,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,1,240.0,,0,Transient,55.8,0,0,Cancelada,18/04/16,Augusto Ródenas Valenzuela,nabad@example.net,+34 883282000,Pasaporte,P4396458,1977-07-12
Resort Hotel,1,126,2016,Diciembre,52,21,4,11,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,,,0,Transient,50.0,0,0,Cancelada,21/12/16,Odalis Peláez Rey,juanita76@example.org,+34939213253,CE,608841518,1971-07-16
